time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2024-08-01 00:00:00,0.0,0,12.045769,53.667683,158.71526,0.017360188,2.7524884
2024-08-01 01:00:00,0.0,0,10.790173,64.351776,163.65332,0.016611082,2.7882679
2024-08-01 02:00:00,0.0,0,8.463573,67.59661,164.23267,0.020539088,2.4305265
2024-08-01 03:00:00,0.0,0,8.34867,69.373856,166.77988,0.028579215,2.1783004
2024-08-01 04:00:00,0.0,0,11.235257,66.37703,169.92336,0.20167954,2.157312
2024-08-01 05:00:00,0.0,0,13.078717,61.453,184.0677,1.2913747,2.3904493
2024-08-01 06:00:00,0.0,0,10.580632,71.72402,177.17317,2.0255883,3.419796
2024-08-01 07:00:00,0.0,0,7.830315,79.49119,149.20708,1.4419402,3.1157095
2024-08-01 08:00:00,0.0,0,8.345993,83.40484,143.94046,0.97707176,3.1534529
2024-08-01 09:00:00,0.0,0,5.6772075,91.90619,144.06163,0.77823764,2.8972676
2024-08-01 10:00:00,0.0,0,4.910395,100.56271,149.40791,0.5955674,2.6086466
2024-08-01 11:00:00,0.0,0,4.261625,109.358,150.29631,0.57337296,2.444576
2024-08-01 12:00:00,0.0,0,4.1251626,113.276215,151.94193,0.5610881,2.374943
2024-08-01 13:00:00,0.0,0,3.849659,118.68343,151.07465,0.6062928,2.2951324
2024-08-01 14:00:00,0.0,0,4.0503554,119.308174,150.73898,0.60884297,2.2880375
2024-08-01 15:00:00,0.0,0,4.8779435,116.15237,152.20091,0.6234419,2.231085
2024-08-01 16:00:00,0.0,0,5.3164315,106.23224,151.38464,0.57304376,2.2205455
2024-08-01 17:00:00,0.0,0,6.0798416,95.63132,153.01817,0.2923755,2.2492425
2024-08-01 18:00:00,0.0,0,8.357505,85.891785,156.73213,0.095282786,2.4526384
2024-08-01 19:00:00,0.0,0,10.0652685,80.36059,158.558,0.05952884,2.6020594
2024-08-01 20:00:00,0.0,0,9.28395,78.56069,158.39316,0.024790095,2.5884473
