time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2024-07-01 00:00:00,0.0,0,6.0498595,81.15517,131.08577,0.011925905,2.9186962
2024-07-01 01:00:00,0.0,0,6.9506664,81.5434,130.4767,0.016431006,3.043314
2024-07-01 02:00:00,0.0,0,7.0701733,81.762856,130.05067,0.015497086,3.3126805
2024-07-01 03:00:00,0.0,0,7.3694873,79.92855,129.63823,0.027572611,3.4600518
2024-07-01 04:00:00,0.0,0,9.416846,78.384,135.33398,0.29879388,3.604396
2024-07-01 05:00:00,0.0,0,12.327037,73.69912,156.41264,1.6780616,3.995855
2024-07-01 06:00:00,0.0,0,11.390297,76.66103,163.03615,2.1683712,4.4668126
2024-07-01 07:00:00,0.0,0,12.127903,76.43261,155.97186,1.9252638,5.106879
2024-07-01 08:00:00,0.0,0,10.101563,85.18627,149.4694,1.6319737,4.687755
2024-07-01 09:00:00,0.0,0,6.674909,98.304405,138.50284,0.8827471,3.9173565
2024-07-01 10:00:00,0.0,0,4.5538244,109.74378,132.32043,0.6494911,3.0625126
2024-07-01 11:00:00,0.0,0,3.862914,111.39935,126.98136,0.5868692,2.7739658
2024-07-01 12:00:00,0.0,0,3.6707418,110.91306,124.654915,0.5368335,2.6366913
2024-07-01 13:00:00,0.0,0,3.3833258,106.752174,124.466866,0.5379719,2.4457285
2024-07-01 14:00:00,0.0,0,3.3021777,105.87072,126.90726,0.5535149,2.3030703
2024-07-01 15:00:00,0.0,0,3.5900548,102.38202,130.80379,0.56693316,2.1889536
2024-07-01 16:00:00,0.0,0,4.154894,97.71891,133.43187,0.51242536,2.1937034
2024-07-01 17:00:00,0.0,0,5.1337676,92.27252,137.51013,0.3188564,2.2439768
2024-07-01 18:00:00,0.0,0,7.159778,85.61966,139.75531,0.11780109,2.3721232
2024-07-01 19:00:00,0.0,0,8.302645,83.77438,142.05946,0.04077294,2.4220152
2024-07-01 20:00:00,0.0,0,10.437633,80.35477,143.71498,0.032236304,2.4891424
2024-07-01 21:00:00,0.0,0,10.596375,76.634254,146.52266,0.026187807,2.5987628
2024-07-01 22:00:00,0.0,0,9.678483,81.20621,146.43594,0.020297553,2.7688828
2024-07-01 23:00:00,0.0,0,8.172917,83.83529,137.01718,0.020938432,2.9156055
2024-07-02 00:00:00,0.0,0,6.811056,83.61071,136.24976,0.018214079,2.9363823
2024-07-02 01:00:00,0.0,0,8.106806,76.327,137.62027,0.016955622,2.815714
2024-07-02 02:00:00,0.0,0,8.856716,68.44202,132.94061,0.01819574,2.9370337
2024-07-02 03:00:00,0.0,0,9.440502,66.947075,133.24701,0.03463437,2.9978073
2024-07-02 04:00:00,0.0,0,11.91726,67.961174,142.63676,0.38715056,3.110883
2024-07-02 05:00:00,0.0,0,14.515869,63.876347,157.40974,1.8301125,3.5609286
2024-07-02 06:00:00,0.0,0,12.22948,70.36968,155.05289,1.9834328,4.0386124
2024-07-02 07:00:00,0.0,0,8.85501,82.68185,149.13766,1.4524251,4.034325
2024-07-02 08:00:00,0.0,0,6.791809,89.61591,139.84135,0.9775079,3.05569
2024-07-02 09:00:00,0.0,0,4.068072,99.72895,126.6106,0.60566115,2.347889
2024-07-02 10:00:00,0.0,0,3.282936,103.843544,123.47699,0.4286133,2.2445383
2024-07-02 11:00:00,0.0,0,3.2448213,105.509674,124.70931,0.41519737,2.6525009
2024-07-02 12:00:00,0.0,0,3.0611646,107.53857,124.39435,0.3693061,2.499861
2024-07-02 13:00:00,0.0,0,3.4334958,105.44796,129.87114,0.39629456,2.3424284
2024-07-02 14:00:00,0.0,0,4.324809,101.693504,130.1075,0.5479333,2.3306944
2024-07-02 15:00:00,0.0,0,5.2892895,99.9538,129.50447,0.62133056,2.4752638
2024-07-02 16:00:00,0.0,0,5.963434,95.104454,132.64618,0.54969466,2.6675766
2024-07-02 17:00:00,0.0,0,7.1576004,87.53861,141.60439,0.2973443,2.4602292
2024-07-02 18:00:00,0.0,0,7.3573194,83.42058,146.77184,0.13030066,2.5592175
2024-07-02 19:00:00,0.0,0,6.6741834,73.76977,157.01857,0.06674766,2.2684124
2024-07-02 20:00:00,0.0,0,7.5685754,73.123375,160.22684,0.03298043,2.3163245
2024-07-02 21:00:00,0.0,0,5.8591743,72.36498,155.84872,0.025021767,2.4841855
2024-07-02 22:00:00,0.0,0,4.964592,69.27502,155.47987,0.016041687,2.2274592
2024-07-02 23:00:00,0.0,0,5.284641,68.324776,145.63344,0.014006277,1.9675289
2024-07-03 00:00:00,0.0,0,5.1448016,67.50783,134.98468,0.015700921,1.6244893
2024-07-03 01:00:00,0.0,0,4.1862717,72.5111,133.30815,0.016330937,1.623672
2024-07-03 02:00:00,0.0,0,3.7325974,68.49003,132.3204,0.015765907,1.5620772
2024-07-03 03:00:00,0.0,0,3.769078,63.464752,136.56459,0.026424194,1.7860903
2024-07-03 04:00:00,0.0,0,4.641837,56.114162,136.92853,0.24718745,2.1370676
2024-07-03 05:00:00,0.0,0,5.09113,48.988495,135.13637,0.8343191,2.8729732
2024-07-03 06:00:00,0.0,0,4.464031,51.60907,135.49142,1.1122779,3.3693485
2024-07-03 07:00:00,0.0,0,3.918732,56.521435,133.68257,1.01807,3.563443
2024-07-03 08:00:00,0.0,0,3.2341316,62.778687,129.88303,0.7495746,3.870144
2024-07-03 09:00:00,0.0,0,2.7406108,69.329346,126.34553,0.59682566,3.9035432
2024-07-03 10:00:00,0.0,0,2.5197623,75.371605,123.311806,0.53916514,3.4664042
2024-07-03 11:00:00,0.0,0,2.768402,77.41592,120.19797,0.55954385,2.8593435
2024-07-03 12:00:00,0.0,0,3.173117,79.20726,117.289154,0.5684154,2.3540268
2024-07-03 13:00:00,0.0,0,3.7873306,80.78208,115.89825,0.6075019,2.153674
2024-07-03 14:00:00,0.0,0,4.07455,82.64031,116.990685,0.66804296,2.0339496
2024-07-03 15:00:00,0.0,0,4.163898,80.801796,117.86913,0.70220923,1.898379
2024-07-03 16:00:00,0.0,0,4.4582577,77.913284,116.77334,0.6080298,1.9048115
2024-07-03 17:00:00,0.0,0,4.3642554,76.0989,115.987976,0.3708931,1.9977382
2024-07-03 18:00:00,0.0,0,7.1961837,70.23856,121.62167,0.16409463,2.2077012
2024-07-03 19:00:00,0.0,0,7.981762,64.34817,118.59374,0.056590587,2.3085296
2024-07-03 20:00:00,0.0,0,7.440201,64.616035,117.37744,0.040726546,2.309316
