time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2023-11-01 00:00:00,0.0,0,8.54187,33.73116,181.74889,0.084894456,2.0670373
2023-11-01 01:00:00,0.0,0,8.066369,35.254646,181.49373,0.06977441,2.5412433
2023-11-01 02:00:00,0.0,0,7.4911656,33.566456,181.45184,0.067851506,2.3636558
2023-11-01 03:00:00,0.0,0,6.9577384,33.031605,183.27692,0.07345769,2.0927875
2023-11-01 04:00:00,0.0,0,8.028976,31.423552,188.2783,0.1180999,2.1738603
2023-11-01 05:00:00,0.0,0,12.1125345,26.361265,214.7006,0.43692338,2.2710993
2023-11-01 06:00:00,0.0,0,15.247979,23.80026,246.5218,2.120211,2.381088
2023-11-01 07:00:00,0.0,0,15.6004095,27.671074,233.37862,4.1555443,2.49205
2023-11-01 08:00:00,0.0,0,12.65644,41.341293,233.23909,2.9272916,3.2298784
2023-11-01 09:00:00,0.0,0,10.604325,49.210876,218.63025,2.710797,4.749907
2023-11-01 10:00:00,0.0,0,7.120301,58.008106,190.45824,1.8797817,4.952481
2023-11-01 11:00:00,0.0,0,5.451853,64.811615,179.61786,1.4296216,4.627173
2023-11-01 12:00:00,0.0,0,5.647156,68.85287,171.07085,1.1257564,4.33987
2023-11-01 13:00:00,0.0,0,6.5201774,70.1832,171.28094,1.2090472,4.233608
2023-11-01 14:00:00,0.0,0,8.39854,66.36459,173.13014,1.1002849,4.4106936
2023-11-01 15:00:00,0.0,0,17.254896,51.14209,208.24084,1.1998379,4.4860363
2023-11-01 16:00:00,0.0,0,25.098694,31.604746,235.99638,1.0242189,4.1513553
2023-11-01 17:00:00,0.0,0,29.21734,21.601501,264.40338,1.9454021,4.5727477
2023-11-01 18:00:00,0.0,0,30.296019,20.726288,269.5802,1.4540901,4.713441
2023-11-01 19:00:00,0.0,0,24.486956,19.93743,253.37752,1.3830075,4.7219334
2023-11-01 20:00:00,0.0,0,17.093378,21.443396,235.7592,0.8677089,4.890815
2023-11-01 21:00:00,0.0,0,12.915726,23.464487,215.27608,0.63806736,4.7640753
2023-11-01 22:00:00,0.0,0,10.9921,24.004602,199.30614,0.23143089,5.0999823
2023-11-01 23:00:00,0.0,0,7.4045544,28.849068,183.73767,0.12238329,4.2959867
2023-11-02 00:00:00,0.0,0,6.715571,28.413855,170.83746,0.1140421,3.4763222
