time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2024-04-01 00:00:00,0.0,0,7.8620396,65.697945,212.52077,0.033698082,2.3906279
2024-04-01 01:00:00,0.0,0,5.796711,60.53593,186.4023,0.02905883,2.10541
2024-04-01 02:00:00,0.0,0,6.3825593,65.610855,181.32722,0.027021348,2.1320162
2024-04-01 03:00:00,0.0,0,6.1114883,69.14327,168.52203,0.03512331,2.2042303
2024-04-01 04:00:00,0.0,0,8.314168,72.98917,176.34282,0.10203927,2.6208522
2024-04-01 05:00:00,0.0,0,13.305211,67.54753,193.49873,0.604332,3.0738862
2024-04-01 06:00:00,0.0,0,15.592327,56.684864,203.12584,3.221918,3.2642167
2024-04-01 07:00:00,0.0,0,14.781072,63.603893,219.48576,4.519435,3.8098376
2024-04-01 08:00:00,0.0,0,13.527589,68.25058,220.24945,3.77122,5.014188
2024-04-01 09:00:00,0.0,0,13.6266165,64.716545,204.0719,3.2403548,5.582411
2024-04-01 10:00:00,0.0,0,10.264901,69.130745,192.06493,2.3847678,4.847237
2024-04-01 11:00:00,0.0,0,8.906005,73.48663,182.79547,1.7444711,3.871952
2024-04-01 12:00:00,0.0,0,8.57729,78.10682,177.29585,1.3057771,3.1637056
2024-04-01 13:00:00,0.0,0,8.02254,81.82284,168.97278,1.3613518,2.9244764
2024-04-01 14:00:00,0.0,0,8.799653,81.449776,182.59059,1.3227354,2.5591393
2024-04-01 15:00:00,0.0,0,10.64615,75.42718,188.95946,1.1279674,2.5922909
2024-04-01 16:00:00,0.0,0,12.257642,68.90943,199.98384,0.7791255,2.7497337
2024-04-01 17:00:00,0.0,0,16.731148,60.42767,201.54933,0.24943908,3.3224003
2024-04-01 18:00:00,0.0,0,24.225618,47.93521,211.45784,0.13750187,3.552253
2024-04-01 19:00:00,0.0,0,25.200111,38.360874,231.1156,0.15369217,3.4840448
2024-04-01 20:00:00,0.0,0,25.68528,34.668232,256.4822,0.14469849,3.3127024
2024-04-01 21:00:00,0.0,0,21.23458,33.83016,257.97992,0.086230874,3.00795
2024-04-01 22:00:00,0.0,0,18.579851,33.407387,242.19824,0.06257114,2.7621155
2024-04-01 23:00:00,0.0,0,15.453189,32.36455,229.71944,0.05073216,2.678293
2024-04-02 00:00:00,0.0,0,14.209405,28.41324,232.08716,0.0546172,2.801802
2024-04-02 01:00:00,0.0,0,12.133728,29.584475,210.85973,0.049310043,2.9912932
2024-04-02 02:00:00,0.0,0,11.055654,34.94533,188.06523,0.056684285,2.9571178
2024-04-02 03:00:00,0.0,0,12.103366,33.60186,188.2925,0.08453253,3.2110453
2024-04-02 04:00:00,0.0,0,14.599637,32.52862,193.43202,0.3565332,3.601321
2024-04-02 05:00:00,0.0,0,19.1293,38.813507,230.30656,3.8096254,3.8710432
2024-04-02 06:00:00,0.0,0,24.769384,22.964312,245.4583,7.386866,4.074972
2024-04-02 07:00:00,0.0,0,22.241419,28.580635,230.51788,10.141793,4.381245
2024-04-02 08:00:00,0.0,0,22.20775,36.755276,216.49321,8.564055,5.596168
2024-04-02 09:00:00,0.0,0,19.416355,45.015125,211.99794,7.023649,5.9050045
2024-04-02 10:00:00,0.0,0,17.19125,56.159573,207.2642,4.6042395,5.703161
2024-04-02 11:00:00,0.0,0,11.073773,69.62055,194.70134,3.0185337,5.3858724
2024-04-02 12:00:00,0.0,0,8.418777,77.04743,183.69194,1.7549605,5.0631213
2024-04-02 13:00:00,0.0,0,7.463103,86.915405,170.35161,1.1933327,3.7948332
2024-04-02 14:00:00,0.0,0,7.4308515,89.79574,171.40819,0.89890337,3.0824902
2024-04-02 15:00:00,0.0,0,9.049592,88.29598,175.55432,1.112621,3.3510454
2024-04-02 16:00:00,0.0,0,11.225777,84.40446,179.744,0.6577683,3.4619446
2024-04-02 17:00:00,0.0,0,17.519142,77.76538,188.04472,0.118194155,3.342377
2024-04-02 18:00:00,0.0,0,20.083364,70.483284,182.80798,0.056993816,3.4266129
2024-04-02 19:00:00,0.0,0,15.857852,72.106094,185.96765,0.05886018,3.4835184
2024-04-02 20:00:00,0.0,0,12.982396,73.78091,199.91795,0.04498209,3.2929268
2024-04-02 21:00:00,0.0,0,10.561538,76.20093,205.15546,0.031796787,3.2543888
2024-04-02 22:00:00,0.0,0,8.443664,76.936745,190.78021,0.01890991,3.1943772
2024-04-02 23:00:00,0.0,0,7.4419007,74.37121,178.36006,0.01728099,3.5137966
2024-04-03 00:00:00,0.0,0,7.1148105,74.77482,152.93391,0.0141822845,3.8950272
2024-04-03 01:00:00,0.0,0,5.331365,78.99311,154.59476,0.01422847,3.9027967
2024-04-03 02:00:00,0.0,0,4.94704,79.485695,153.16264,0.01668273,3.85262
2024-04-03 03:00:00,0.0,0,4.763911,76.26919,150.37267,0.029203305,4.1259017
2024-04-03 04:00:00,0.0,0,6.189495,75.49509,152.8756,0.092731744,4.0480523
2024-04-03 05:00:00,0.0,0,10.503947,71.405754,168.04372,0.63453484,4.196785
2024-04-03 06:00:00,0.0,0,11.724876,61.338486,178.99751,2.2554367,4.713323
2024-04-03 07:00:00,0.0,0,10.35939,57.762463,176.14728,2.4029024,5.2593093
2024-04-03 08:00:00,0.0,0,8.380535,67.53155,172.37581,1.7388359,5.60952
2024-04-03 09:00:00,0.0,0,8.233844,73.88605,162.90585,1.2741249,5.805823
